 RT , ねぇねぇみんな聞いて：
ひるごはん,午後への活力
ひるずぞく,六本木のドリーマー
ひんしゅく,プンスカプン
ひんむく,収める
ひんやり,ひんや〜り
ひん剥く,収める
びきに,スクール水着
びくとも,ちっとも
びけい,神様も驚く美しいお方
びこう,一緒にお散歩
びじねすほてる,オアシスのホテル
びじねすらいく,さっぱりとした
びじょなりー,未来しか見ない人
びじょん,展望
びたいちもん,道に落ちてる一円玉
びた一文,道に落ちてる一円玉
びだんし,美しすぎる殿方
びっち,夢見る乙女
びにべん,誰かの手作り弁当
びびってん,未来を危惧してるん
びびる,武者震いする
びみ,美味
びみょー,よく分からない
びみょー,夢うつつ
びんぼうくじ,宝くじ
びーきゅうぐるめ,パスタ
びーせん,面食い
ぴあす,耳にて光る宝石
ぴいぴい,ピヨピヨ
ぴかれすく,喜劇のような悲劇
ぴくぴく,初期微動
ぴくるす,ピクルス抜き
ぴちゃぴちゃ,うるうる
ぴゅっぴゅっ,勢いよろしく
ぴょこぴょこ,小刻みな上下運動
ぴんからきりまで,ピン⇄キリ
ぴんきり,玉石混淆
ぴんげいにん,一匹お笑い狼
ぴんしゃ,奇跡の一枚写真
ぴんちひったー,ヒーロー
ぴんはね,ちょっと拝借
ぴーかん,雲ひとつない澄みきった青空
ぴーまん,パプリカ
ふぁっきゅー,アイラブユー
ふぁっく,パッソ♡
ふぁぼる,つぶやきをお気に入り登録する
ふあん,未来を信じたい
ふうらいぼう,旅人
ふぇいすぶっく,「いいね！」広場
ふぇす,お祭
ふぇら,♡♡♡
ふぉろわー,なんとなくのお友達
ふがいない,しっかりしている
ふくろだたきにする,かわいがる
ふけつ,清潔
ふざける,遊ぶ
ふざけるな,遊びはこれまでよ
ふざけんな,遊びはこれまでよ
ふしあわせ,とってもハッピー
ふしだら,ゆるい
ふしょうけいだんし,どこかしらケガをしている男性
ふつうに,並である
ふつごう,ちょうどよい
ふつつかもの,キレ者
ふつつか者,キレ者
ふてい,禁止事項
ふてくされる,ちょっぴり休んでいる
ふてぶてしい,かわいらしい
ふて腐れる,ちょっぴり休んでいる
ふでばこ,クリエイティブ・ツール
ふとっちょ,ふくよかな人
ふとっている,安心感を与える
ふとどきもの,立派な人
ふとどき者,立派な人
ふとん,人類の恋人
ふにおちない,あんまり納得できない
ふにーたー,フリーターとニートの兼務者
ふぬけ,堂々とした人
ふゆかい,ユカイ
ふらぐ,予告
ふらぐくらっしゃー,自由人
ふらげ,飛翔入手
ふらちな,よくない
ふらんす,憧れの国
ふりょう,やんちゃ
ふるえごえ,（自信ないです）
ふるだぬき,尊敬すべき方
ふるぼっこ,完全勝利
ふろ,リフレッシュテーマパーク
ふろうしゃ,放浪者
ふろぶた,ipadのカバー
ふん,フフ
ふんいきいけめん,醸し出すオーラのみイケメン
ふんいきおしゃれだんし,醸し出すオーラのみイケメン
ぶあいそう,クール
ぶあいそう,クール
ぶおとこ,美男子
ぶきっちょ,器用
ぶきよう,器用
ぶさいく,美しい
ぶさほう,豪快
ぶさめん,個性派男子
ぶざま,かっこいい
ぶし,凛とした男性
ぶす,美女
ぶすい,わからない
ぶた,ウサギさん
ぶちまけ,裸にし
ぶっきらぼう,フレンドリー
ぶっこわ,この手で創作
ぶっち,意図的にサボる
ぶっちょうづら,笑顔
ぶっつぶ,撫でまわ
ぶっとばす,キスする
ぶっ壊,この手で創作
ぶっ潰,撫でまわ
ぶっ飛ばす,キスする
ぶつよく,健全な欲望
ぶひる,萌える
ぶらげ,ブラウザゲーム
ぶらっくきぎょう,避けたい会社
ぶるじょあ,キラキラしている方
ぶるじょわ,キラキラしている方
ぶるじょわじー,キラキラしている方
ぶれいもの,自由なお方
ぶろっこりー,小さい雑木林
ぶんざい,ご身分
ぶーめらん,批判が発言した本人にも当てはまること
ぷあじゅう,貧乏でも充実
ぷぎゃー,あざ笑う
ぷげら,プッ、ゲラゲラ
ぷげら,プッ、ゲラゲラ
ぷちぷら,値段が安い
ぷにこ,愛され体型の女性
ぷに子,愛され体型の女性
ぷりずんぶれいく,合コンに来て終電前に帰る女子
ぷりぷら,お手頃でかわいい
ぷれっしゃー,気持ちいい圧力
ぷれまま,妊婦さま
ぷんすか,もうっ（私、怒ってるのよ）
へいそくかん,井の中の蛙感
へいたいかんじょう,フェアなお会計
へいへい,ねえねえ
へいわぼけ,のほほんとお茶のみ
へい！,はい！
へきえき,お手上げ
へきれき,カミナリさま
へくしょん,はくしょん♡
へこたれる,立ち上がる
へこむ,ハートに小傷がつく
へこんだ,ガラスのハートが割れちゃった
へそくり,宝の山
へたうま,味のある上手さ
へたっぴ,プロになる一歩手前
へたれ,前を向ける性格
へったくれ,なに
へっぽこ,プロの腕前
へっぽこ,プロ級
へど,お花
へどばん,激しめの無酸素運動
へなちょこ,みんなに支えられがち
へのかっぱ,へっちゃら
へびめた,本格的メタル
へびろて,毎日ご指名
へぼ,神童
へぼい,取るに足らない
へぼすぎ,ちょっと貧弱が過ぎる
へらへら,にこにこ
へりくつ,ありがたいお話
へるす,健康
へるめっと,命の帽子
へろー,こんにちは
へんくつ,おおらか
へんけん,独自の味方
へんしつしゃ,達人
へんしんがんぼう,新しい私を希望
へんたい,薔薇
へんなおと,メロディ
へんなひと,天才的な人
べじたりあん,緑を愛する人
べた,王道
べたべた,私に密着
べたぼめ,全米が褒める
べたー,オッケー
べた褒め,全米が褒める
べっきょこん,しっかりした二人の結婚
べっけん,（いいわけの予定）
べっせかい,パラダイス
べっそう,おうひとつのお家
べったり,ぴったりくっつく
べっとり,ぴったり
べっぴん,うろたえるほど美しい人
べつじん,変わりきったお姿
べつばら,もうひとつの隠しお腹
べつばらい,ハナシは別
べつもんだい,それはそれ
べらぼうに,にわかに信じがたいくらい
べらんだ,別荘
べらんめえ,何を言っているのよ
べるさっさ,「お先に失礼しまーす☆」
べんかいする,言い訳じゃない
べんき,お手洗い
べんとうだんし,いい旦那さんになる方
べんりや,サービス精神溢れる業者
ぺこぺこ,丁寧におじぎ
ぺちゃぱい,身体目当てに引っかからないお胸
ぺってぃんぐ,♡♡♡
ぺなるてぃー,お仕置き
ぺにす,衝動
ぺらい,持ち運びが簡単な
ぺろぺろ,テヘペロ
ぺーぺー,未来ある若者
ほかあり,お風呂からお帰りと行ってくれてありがとう
ほかえり,お風呂からお帰り
ほかてら,お風呂に行ってらっしゃい
ほかる,入浴する
ほげほげ,（お昼寝したい）
ほげほげ,（お昼寝したい）
ほざく,たくさんお喋りする
ほしぞら,宝石箱のような夜空
ほすてす,レディ
ほちぃ,欲しい
ほむせん,ホームセンター
ほも,同じものを愛する
ほらをふく,面白い物語をしゃべる
ほらを吹く,面白い物語をしゃべる
ほろびろ,光を放て
ほんまじゅう,本当の時間が充実
ほんまに,本当に
ほーむれす,自由人
ぼうけん,未知なる世界への旅
ぼうげん,タメになる言葉
ぼうじゃくぶじん,自由
ぼうむる,バイバイする
ぼうりんぐ,セクシーな球技
ぼくとけいやくして,僕の理不尽なお願いを聞いて
ぼくねんじん,ちょっぴりぼんやり屋さん
ぼけ,ちょっぴりのんびり屋さん
ぼけつをほる,自分で原因をつくってしまう
ぼっち,孤独を愛する
ぼでぃがーど,騎士
ぼにゅう,赤ちゃんの主食
ぼろい,風情がある
ぼんくら,のんびりやさん
ぼーるぺん,剣より強い道具
ぽいぽいぽいぽぽいぽいぽぴー,華麗な合いの手
ぽか,ちょっぴりミス
ぽしゃった,成功した
ぽしゃる,成功する
ぽじ,ハッピーポジティブ
ぽちゃかわ,雰囲気かわいらしい
ぽちゃカワ,雰囲気かわいらしい
ぽちる,人生を豊かにする
ぽっとで,彗星のように出現
ぽっと出,彗星のように出現
ぽんびき,源さん
まいうー,美味しいわ
まいなー,あんまり知られていない
まいんど,とっても大事なキモチ
まえおき,本題の前の小咄
まおとこ,アイドル
まがい,のような
まがいもの,人によっては本物
まがい物,人によっては本物
まがお,笑顔
まきちらし,お配りし
まくど,おいしいハンバーガー屋さん
まくらえいぎょう,スマイル営業
まけいぬ,成功の階段を上がってる途中
まけおしみ,ポジティブ変換
まけずぎらい,大物器量
まざこん,お母さん想い
まじか,本当なの
まじめか,あなたって誠実なのね
まじれす,真面目にお答え
ますごみ,報道関係者
ますたーべーしょん,自己満足
まずしい,豊かな
まぞ,欲しがり
またぐら,お花畑
またにてぃ,お母さんになるお方
まちくたびれ,あなたを想いすぎて疲れ
まちびと,待ち焦がれるお方
まちぶせ,出待ち
まちぼうけ,あなたをずっと待っているの
まぢ,まことに
まっくら,明るすぎて見えない…！
まっさかさま,まっすぐと下へ
まっさつ,介抱
まっしぐら,夢中でまっすぐに
まっしょう,さようなら
まっちょ,たくましいお身体
まっぱ,一糸まとわぬお姿
まっぴら,絶対に
まっぽ,おまわりさん
まとはずれ,メガネの度が外れてるよう
まどぎわぞく,部長
まどろっこしい,ちょっと複雑な
まにあ,達人
まぬけ,時間的な間隔がある
まねすんな,お揃い、うれしいわ
まふぃあ,怖い人
まぶい,輝きすぎている
まぶだち,親友
まま,お母様
ままぎゃる,ギャル、そして、母
ままちゃり,カボチャの馬車
まるなげ,おんぶに抱っこ
まるもじ,女の子の文字
まわしもの,グル
まわりくどい,思慮深い
まんきつ,図書館
まんこ,お花
まんじる,♡♡♡
みいら,かわいい死体
みえ,胸
みえっぱり,背伸びが趣味の人
みからでたさび,因果応報
みかん,青春の味
みがって,思いやりがある
